Cod_pat,Time,Ax,Ay,Az,Mx,My,Mz,Ch,Label
11111,15/5/2018 12:49:52,-0.47,-1.41,9.69,26.64,-10.45,-86.12,338.57,0
11111,15/5/2018 12:49:54,-0.47,-1.45,9.77,26.55,-10.45,-86.12,338.5,0
11111,15/5/2018 12:49:55,-0.43,-1.45,9.69,26.64,-10.64,-86.12,338.23,0
11111,15/5/2018 12:49:57,-0.43,-1.37,9.69,26.55,-10.45,-86.22,338.5,0
11111,15/5/2018 12:49:59,-0.47,-1.45,9.69,26.73,-10.64,-86.22,338.3,0
11111,15/5/2018 12:50:00,-0.47,-1.37,9.73,26.27,-10.45,-86.12,338.3,0
11111,15/5/2018 12:50:02,-0.47,-1.45,9.73,26.64,-10.45,-86.33,338.57,0
11111,15/5/2018 12:50:04,-0.43,-1.37,9.61,26.64,-10.45,-86.22,338.57,0
11111,15/5/2018 12:50:05,-0.47,-1.41,9.69,26.55,-10.73,-86.22,338,0
11111,15/5/2018 12:50:07,-0.47,-1.45,9.61,26.73,-10.55,-85.92,338.47,0
11111,15/5/2018 12:50:09,-0.47,-1.33,9.69,26.45,-10.64,-86.22,338.1,0
11111,15/5/2018 12:50:10,-0.51,-1.41,9.69,26.55,-10.73,-86.02,338,0
11111,15/5/2018 12:50:12,-0.47,-1.45,9.77,26.64,-10.64,-86.12,338.23,0
11111,15/5/2018 12:50:13,-0.47,-1.29,9.69,26.64,-10.73,-86.53,338.06,0
11111,15/5/2018 12:50:15,-0.47,-1.45,9.65,26.55,-10.55,-86.22,338.33,0
11111,15/5/2018 12:50:17,-0.43,-1.37,9.65,26.36,-10.36,-86.12,338.54,0
11111,15/5/2018 12:50:18,-0.39,-1.45,9.69,26.55,-10.55,-85.82,338.33,0
11111,15/5/2018 12:50:20,-0.47,-1.41,9.73,26.64,-10.82,-86.12,337.9,0
11111,15/5/2018 12:50:22,-0.35,-1.41,9.61,26.55,-10.45,-86.33,338.5,0
11111,15/5/2018 12:50:23,-0.43,-1.41,9.77,26.55,-10.55,-86.02,338.33,0
11111,15/5/2018 12:50:25,-0.39,-1.49,9.73,26.55,-10.73,-86.22,338,0
11111,15/5/2018 12:50:27,-0.47,-1.45,9.73,26.55,-10.73,-85.82,338,0
11111,15/5/2018 12:50:28,-0.43,-1.49,9.77,26.55,-10.45,-86.12,338.5,0
11111,15/5/2018 12:50:30,-0.39,-1.45,9.77,26.73,-10.73,-85.92,338.13,0
11111,15/5/2018 12:50:32,-0.51,-1.41,9.69,26.55,-10.55,-85.82,338.33,0
11111,15/5/2018 12:50:33,-0.43,-1.41,9.69,26.64,-10.64,-86.02,338.23,0
11111,15/5/2018 12:50:35,-0.47,-1.45,9.65,26.55,-10.55,-85.92,338.33,0
11111,15/5/2018 12:50:37,-0.51,-1.37,9.69,26.91,-10.82,-85.92,338.1,0
11111,15/5/2018 12:50:38,-0.43,-1.45,9.77,26.64,-10.73,-86.22,338.06,0
11111,15/5/2018 12:50:40,-0.51,-1.41,9.65,26.73,-10.73,-86.12,338.13,0
11111,15/5/2018 12:50:41,-0.39,-1.41,9.69,26.55,-10.55,-86.02,338.33,0
11111,15/5/2018 12:50:45,-0.47,-1.37,9.73,26.64,-10.64,-86.12,338.23,0
11111,15/5/2018 12:50:46,-0.47,-1.41,9.69,26.64,-10.55,-85.92,338.4,0
11111,15/5/2018 12:50:48,-0.47,-1.53,9.73,26.64,-10.73,-86.33,338.06,0
11111,15/5/2018 12:50:50,-0.43,-1.41,9.69,26.73,-10.55,-86.22,338.47,0
11111,15/5/2018 12:50:51,-0.47,-1.41,9.73,26.64,-10.64,-86.22,338.23,0
11111,15/5/2018 12:50:53,-0.43,-1.45,9.69,26.55,-10.55,-86.33,338.33,0
11111,15/5/2018 12:50:55,-0.47,-1.41,9.65,26.64,-10.64,-86.12,338.23,0
11111,15/5/2018 12:50:56,-0.59,-1.41,9.61,26.55,-10.64,-86.02,338.16,0
11111,15/5/2018 12:50:58,-0.51,-1.45,9.73,26.55,-10.82,-86.12,337.83,0
11111,15/5/2018 12:51:01,-0.47,-1.37,9.69,26.55,-10.55,-86.02,338.33,0
11111,15/5/2018 12:51:03,-0.47,-1.41,9.69,26.55,-10.55,-86.12,338.33,0
11111,15/5/2018 12:51:04,-0.47,-1.41,9.65,26.55,-10.64,-86.43,338.16,0
11111,15/5/2018 12:51:06,-0.51,-1.45,9.73,26.55,-10.64,-86.33,338.16,0
11111,15/5/2018 12:51:08,-0.51,-1.41,9.73,26.45,-10.64,-86.22,338.1,0
11111,15/5/2018 12:51:09,-0.51,-1.37,9.61,26.55,-10.64,-86.33,338.16,0
11111,15/5/2018 12:51:11,-0.47,-1.37,9.77,26.73,-10.45,-85.92,338.64,0
11111,15/5/2018 12:51:13,-0.47,-1.49,9.77,26.55,-10.64,-86.02,338.16,0
11111,15/5/2018 12:51:14,-0.47,-1.45,9.73,26.64,-10.55,-85.92,338.4,0
11111,15/5/2018 12:51:16,-0.51,-1.37,9.73,26.82,-10.45,-85.92,338.7,0
11111,15/5/2018 12:51:18,-0.43,-1.49,9.77,26.55,-10.55,-85.92,338.33,0
11111,15/5/2018 12:51:19,-0.47,-1.41,9.69,26.82,-10.55,-85.92,338.53,0
11111,15/5/2018 12:51:21,-0.51,-1.45,9.69,26.45,-10.64,-86.12,338.1,0
11111,15/5/2018 12:51:23,-0.51,-1.45,9.69,26.36,-10.73,-86.12,337.86,0
11111,15/5/2018 12:51:24,-0.47,-1.41,9.69,26.64,-10.45,-86.33,338.57,0
11111,15/5/2018 12:51:26,-0.43,-1.45,9.73,26.55,-10.64,-86.22,338.16,0
11111,15/5/2018 12:51:28,-0.39,-1.41,9.73,26.64,-10.64,-86.43,338.23,0
11111,15/5/2018 12:51:29,-0.47,-1.45,9.69,26.55,-10.64,-86.22,338.16,0
11111,15/5/2018 12:51:31,-0.47,-1.41,9.73,26.45,-10.55,-86.22,338.27,0
11111,15/5/2018 12:51:33,-0.55,-1.41,9.69,26.45,-10.55,-86.12,338.27,0
11111,15/5/2018 12:51:34,-0.47,-1.45,9.69,26.64,-10.55,-85.92,338.4,0
11111,15/5/2018 12:51:36,-0.39,-1.49,9.73,26.55,-10.45,-86.12,338.5,0
11111,15/5/2018 12:51:37,-0.35,-1.45,9.61,26.82,-10.73,-86.02,338.2,0
11111,15/5/2018 12:51:39,-0.47,-1.41,9.73,26.73,-10.64,-86.22,338.3,0
11111,15/5/2018 12:51:41,-0.43,-1.41,9.69,26.45,-10.64,-86.02,338.1,0
11111,15/5/2018 12:51:42,-0.47,-1.45,9.69,26.55,-10.55,-86.53,338.33,0
11111,15/5/2018 12:51:44,-0.51,-1.37,9.69,26.73,-10.64,-86.12,338.3,0
11111,15/5/2018 12:51:46,-0.51,-1.45,9.77,26.73,-10.64,-86.12,338.3,0
11111,15/5/2018 12:51:47,-0.43,-1.45,9.73,26.45,-10.82,-86.12,337.76,0
11111,15/5/2018 12:51:49,-0.43,-1.45,9.69,26.82,-10.55,-86.22,338.53,0
11111,15/5/2018 12:51:51,-0.47,-1.41,9.69,26.36,-10.45,-86.22,338.37,0
11111,15/5/2018 12:51:52,-0.39,-1.41,9.65,26.73,-10.64,-86.12,338.3,0
11111,15/5/2018 12:51:54,-0.47,-1.45,9.73,26.82,-10.64,-86.02,338.37,0
11111,15/5/2018 12:51:56,-0.51,-1.41,9.65,26.64,-10.73,-86.22,338.06,0
11111,15/5/2018 12:51:57,-0.43,-1.45,9.81,26.73,-10.45,-86.02,338.64,0
11111,15/5/2018 12:51:59,-0.47,-1.37,9.73,26.73,-11,-86.02,337.63,0
11111,15/5/2018 12:52:02,-0.43,-1.45,9.65,26.64,-10.73,-85.92,338.06,0
11111,15/5/2018 12:52:04,-0.51,-1.41,9.65,26.64,-10.64,-86.12,338.23,0
11111,15/5/2018 12:52:05,-0.55,-1.49,9.69,26.55,-10.73,-86.22,338,0
11111,15/5/2018 12:52:07,-0.43,-1.41,9.65,26.55,-10.64,-86.22,338.16,0
11111,15/5/2018 12:52:09,-0.39,-1.49,9.69,26.27,-10.82,-86.22,337.62,0
11111,15/5/2018 12:52:10,-0.43,-1.45,9.69,26.55,-10.64,-86.43,338.16,0
11111,15/5/2018 12:52:12,-0.47,-1.45,9.69,26.45,-10.55,-86.02,338.27,0
11111,15/5/2018 12:52:14,-0.51,-1.41,9.77,27,-10.64,-86.12,338.5,0
11111,15/5/2018 12:52:15,-0.47,-1.45,9.73,26.36,-10.64,-86.02,338.03,0
11111,15/5/2018 12:52:18,-0.39,-1.45,9.57,26.45,-10.55,-86.12,338.27,0
11111,15/5/2018 12:52:19,-0.47,-1.37,9.69,26.64,-10.45,-86.22,338.57,0
11111,15/5/2018 12:52:20,-0.47,-1.41,9.65,26.45,-10.73,-86.02,337.93,0
11111,15/5/2018 12:52:22,-0.51,-1.41,9.73,26.64,-10.73,-86.22,338.06,0
11111,15/5/2018 12:52:24,-0.51,-1.45,9.69,26.36,-10.64,-86.22,338.03,0
11111,15/5/2018 12:52:26,-0.43,-1.41,9.61,26.55,-10.64,-86.12,338.16,0
11111,15/5/2018 12:52:28,-0.51,-1.45,9.73,26.64,-10.45,-86.53,338.57,0
11111,15/5/2018 12:52:30,-0.55,-1.41,9.69,26.64,-10.64,-86.22,338.23,0
11111,15/5/2018 12:52:31,-0.47,-1.41,9.69,26.45,-10.45,-86.33,338.44,0
11111,15/5/2018 12:52:35,-0.47,-1.45,9.73,26.45,-10.55,-86.22,338.27,0
11111,15/5/2018 12:52:36,-0.47,-1.41,9.61,26.55,-10.64,-86.12,338.16,0
11111,15/5/2018 12:52:37,-0.43,-1.45,9.57,26.55,-10.64,-85.92,338.16,0
11111,15/5/2018 12:52:37,-0.47,-1.49,9.65,26.64,-10.55,-86.22,338.4,0
11111,15/5/2018 12:52:38,-0.43,-1.49,9.65,26.64,-10.55,-86.22,338.4,0
11111,15/5/2018 12:52:40,-0.43,-1.45,9.77,26.45,-10.45,-86.02,338.44,0
11111,15/5/2018 12:52:42,-0.47,-1.53,9.69,26.64,-10.82,-86.12,337.9,0
11111,15/5/2018 12:52:43,-0.51,-1.37,9.65,26.55,-10.73,-86.02,338,0
11111,15/5/2018 12:52:45,-0.47,-1.41,9.69,26.73,-10.73,-86.02,338.13,0
11111,15/5/2018 12:52:47,-0.43,-1.41,9.65,26.55,-10.64,-86.12,338.16,0
11111,15/5/2018 12:52:48,-0.47,-1.45,9.69,26.73,-10.55,-86.43,338.47,0
11111,15/5/2018 12:52:50,-0.47,-1.45,9.73,26.55,-10.45,-86.02,338.5,0
11111,15/5/2018 12:52:52,-0.47,-1.49,9.77,26.55,-10.82,-86.22,337.83,0
11111,15/5/2018 12:52:53,-0.51,-1.41,9.65,26.73,-10.45,-86.02,338.64,0
11111,15/5/2018 12:52:55,-0.51,-1.37,9.73,26.73,-10.36,-86.33,338.81,0
11111,15/5/2018 12:52:57,-0.43,-1.41,9.61,26.45,-10.73,-86.02,337.93,0
11111,15/5/2018 12:52:58,-0.35,-1.53,9.73,26.55,-10.64,-85.92,338.16,0
11111,15/5/2018 12:53:00,-0.43,-1.49,9.73,26.55,-10.45,-86.02,338.5,0
11111,15/5/2018 12:53:01,-0.51,-1.37,9.65,26.55,-10.45,-86.22,338.5,0
11111,15/5/2018 12:53:03,-0.47,-1.41,9.65,26.55,-10.55,-86.12,338.33,0
11111,15/5/2018 12:53:05,-0.51,-1.45,9.77,26.45,-10.55,-86.43,338.27,0
11111,15/5/2018 12:53:06,-0.47,-1.37,9.61,26.64,-10.64,-86.43,338.23,0
11111,15/5/2018 12:53:08,-0.51,-1.45,9.61,26.64,-10.64,-86.12,338.23,0
11111,15/5/2018 12:53:10,-0.63,-1.45,9.65,26.64,-10.82,-86.02,337.9,0
11111,15/5/2018 12:53:11,-0.51,-1.37,9.69,26.64,-10.73,-86.12,338.06,0
11111,15/5/2018 12:53:13,-0.43,-1.41,9.61,26.73,-10.64,-86.22,338.3,0
11111,15/5/2018 12:53:15,-0.47,-1.49,9.73,26.82,-10.73,-85.82,338.2,0
11111,15/5/2018 12:53:16,-0.47,-1.41,9.65,26.55,-10.64,-86.33,338.16,0
11111,15/5/2018 12:53:18,-0.47,-1.49,9.69,26.55,-10.55,-86.22,338.33,0
11111,15/5/2018 12:53:20,-0.47,-1.37,9.73,26.82,-10.55,-86.02,338.53,0
11111,15/5/2018 12:53:21,-0.51,-1.41,9.73,26.55,-10.55,-86.02,338.33,0
11111,15/5/2018 12:53:23,-0.51,-1.37,9.61,26.64,-10.45,-86.22,338.57,0
11111,15/5/2018 12:53:24,-0.43,-1.41,9.73,26.64,-10.45,-86.33,338.57,0
11111,15/5/2018 12:53:26,-0.39,-1.37,9.73,26.82,-10.36,-86.33,338.87,0
11111,15/5/2018 12:53:28,-0.43,-1.45,9.69,26.64,-10.91,-86.22,337.73,0
11111,15/5/2018 12:53:29,-0.47,-1.37,9.69,26.45,-10.45,-86.33,338.44,0
11111,15/5/2018 12:53:31,-0.55,-1.45,9.69,26.91,-10.45,-85.92,338.77,0
11111,15/5/2018 12:53:33,-0.55,-1.45,9.73,26.55,-10.45,-86.12,338.5,0
11111,15/5/2018 12:53:34,-0.47,-1.49,9.65,26.64,-10.55,-86.12,338.4,0
11111,15/5/2018 12:53:36,-0.55,-1.45,9.69,26.73,-10.91,-85.92,337.8,0
11111,15/5/2018 12:53:38,-0.43,-1.37,9.69,26.45,-10.45,-86.12,338.44,0
11111,15/5/2018 12:53:39,-0.51,-1.41,9.69,26.82,-10.55,-86.02,338.53,0
11111,15/5/2018 12:53:41,-0.47,-1.41,9.73,26.82,-10.45,-86.22,338.7,0
11111,15/5/2018 12:53:43,-0.47,-1.37,9.61,26.55,-10.45,-86.02,338.5,0
11111,15/5/2018 12:53:46,-0.39,-1.45,9.73,26.64,-10.45,-86.12,338.57,0
11111,15/5/2018 12:53:48,-0.47,-1.41,9.61,26.82,-10.82,-86.12,338.03,0
11111,15/5/2018 12:53:48,-0.51,-1.49,9.65,26.64,-10.55,-86.12,338.4,0
11111,15/5/2018 12:53:49,-0.55,-1.49,9.69,26.36,-10.45,-86.02,338.37,0
11111,15/5/2018 12:53:51,-0.43,-1.41,9.65,26.55,-10.45,-86.02,338.5,0
11111,15/5/2018 12:53:52,-0.47,-1.45,9.77,26.82,-10.55,-86.12,338.53,0
11111,15/5/2018 12:53:54,-0.47,-1.49,9.69,26.64,-10.36,-86.22,338.74,0
11111,15/5/2018 12:53:56,-0.43,-1.41,9.73,26.45,-10.64,-85.82,338.1,0
11111,15/5/2018 12:53:57,-0.47,-1.49,9.65,26.64,-10.64,-85.92,338.23,0
11111,15/5/2018 12:53:59,-0.35,-1.49,9.65,26.82,-10.55,-86.12,338.53,0
11111,15/5/2018 12:54:01,-0.47,-1.49,9.69,26.82,-10.82,-86.22,338.03,0
11111,15/5/2018 12:54:05,-0.51,-1.45,9.69,26.91,-10.45,-86.12,338.77,0
11111,15/5/2018 12:54:06,-0.51,-1.41,9.65,26.64,-10.45,-86.02,338.57,0
11111,15/5/2018 12:54:08,-0.59,-1.37,9.65,26.73,-10.64,-86.12,338.3,0
11111,15/5/2018 12:54:10,-0.55,-1.41,9.73,26.36,-10.55,-86.22,338.2,0
11111,15/5/2018 12:54:11,-0.47,-1.45,9.73,26.73,-10.45,-86.02,338.64,0
11111,15/5/2018 12:54:12,-0.51,-1.45,9.73,26.82,-10.45,-86.43,338.7,0
11111,15/5/2018 12:54:15,-0.51,-1.49,9.77,26.64,-10.55,-86.22,338.4,0
11111,15/5/2018 12:54:16,-0.47,-1.45,9.69,26.64,-10.45,-85.92,338.57,0
11111,15/5/2018 12:54:17,-0.55,-1.41,9.65,26.27,-10.64,-86.12,337.96,0
11111,15/5/2018 12:54:19,-0.47,-1.45,9.69,26.82,-10.82,-86.43,338.03,0
11111,15/5/2018 12:54:22,-0.51,-1.45,9.65,26.55,-10.55,-86.22,338.33,0
11111,15/5/2018 12:54:24,-0.47,-1.49,9.81,26.82,-10.64,-86.22,338.37,0
11111,15/5/2018 12:54:25,-0.39,-1.45,9.65,26.73,-10.55,-86.02,338.47,0
11111,15/5/2018 12:54:27,-0.51,-1.37,9.73,26.64,-10.45,-86.22,338.57,0
11111,15/5/2018 12:54:29,-0.43,-1.45,9.65,26.64,-10.55,-86.22,338.4,0
11111,15/5/2018 12:54:34,-0.47,-1.41,9.65,26.73,-10.64,-86.22,338.3,0
11111,15/5/2018 12:54:35,-0.47,-1.49,9.69,26.73,-10.55,-86.02,338.47,0
11111,15/5/2018 12:54:37,-0.47,-1.37,9.61,26.55,-10.55,-86.12,338.33,0
11111,15/5/2018 12:54:39,-0.43,-1.41,9.73,26.91,-10.64,-86.12,338.43,0
11111,15/5/2018 12:54:40,-0.43,-1.45,9.69,26.73,-10.45,-85.92,338.64,0
11111,15/5/2018 12:54:42,-0.43,-1.49,9.69,26.55,-10.73,-86.22,338,0
11111,15/5/2018 12:54:43,-0.51,-1.45,9.73,26.64,-10.64,-85.92,338.23,0
11111,15/5/2018 12:54:45,-0.51,-1.49,9.69,26.64,-10.55,-86.22,338.4,0
11111,15/5/2018 12:54:47,-0.51,-1.45,9.73,26.64,-10.82,-86.33,337.9,0
11111,15/5/2018 12:54:48,-0.51,-1.49,9.65,26.45,-10.64,-86.43,338.1,0
11111,15/5/2018 12:54:51,-0.51,-1.53,9.69,26.73,-10.55,-86.33,338.47,0
11111,15/5/2018 12:54:52,-0.47,-1.41,9.65,26.64,-10.55,-86.22,338.4,0
11111,15/5/2018 12:54:53,-0.43,-1.41,9.73,26.64,-10.73,-86.22,338.06,0
11111,15/5/2018 12:54:55,-0.47,-1.41,9.73,26.82,-10.64,-86.12,338.37,0
11111,15/5/2018 12:54:57,-0.51,-1.41,9.69,26.91,-10.27,-86.02,339.11,0
11111,15/5/2018 12:54:58,-0.47,-1.41,9.57,26.73,-10.45,-86.43,338.64,0
11111,15/5/2018 12:55:00,-0.43,-1.41,9.65,26.82,-10.73,-86.33,338.2,0
11111,15/5/2018 12:55:02,-0.47,-1.49,9.73,27,-10.64,-85.92,338.5,0
11111,15/5/2018 12:55:03,-0.39,-1.41,9.69,26.55,-10.45,-86.22,338.5,0
11111,15/5/2018 12:55:05,-0.51,-1.37,9.69,26.64,-10.55,-85.92,338.4,0
11111,15/5/2018 12:55:07,-0.51,-1.49,9.77,26.91,-10.91,-86.12,337.93,0
11111,15/5/2018 12:55:08,-0.51,-1.41,9.69,26.82,-10.45,-85.92,338.7,0
11111,15/5/2018 12:55:10,-0.51,-1.45,9.77,26.82,-10.55,-86.02,338.53,0
11111,15/5/2018 12:55:11,-0.55,-1.37,9.69,26.91,-10.36,-86.22,338.94,0
11111,15/5/2018 12:55:13,-0.51,-1.49,9.65,26.82,-10.55,-86.02,338.53,0
11111,15/5/2018 12:55:15,-0.43,-1.45,9.65,26.55,-10.73,-86.02,338,0
11111,15/5/2018 12:55:16,-0.51,-1.41,9.69,26.91,-10.64,-86.02,338.43,0
11111,15/5/2018 12:55:18,-0.43,-1.45,9.69,26.64,-10.45,-86.12,338.57,0
11111,15/5/2018 12:55:20,-0.51,-1.41,9.73,26.73,-10.45,-86.12,338.64,0
11111,15/5/2018 12:55:21,-0.47,-1.45,9.73,26.73,-10.45,-86.02,338.64,0
11111,15/5/2018 12:55:23,-0.47,-1.41,9.77,26.73,-10.64,-86.12,338.3,0
11111,15/5/2018 12:55:25,-0.47,-1.45,9.73,26.73,-10.64,-86.12,338.3,0
11111,15/5/2018 12:55:26,-0.47,-1.41,9.73,26.73,-10.73,-86.12,338.13,0
11111,15/5/2018 12:55:28,-0.43,-1.45,9.69,27,-10.27,-86.02,339.17,0
11111,15/5/2018 12:55:30,-0.43,-1.45,9.69,26.64,-10.45,-86.12,338.57,0
11111,15/5/2018 12:55:31,-0.51,-1.41,9.65,26.73,-10.64,-86.22,338.3,0
11111,15/5/2018 12:55:35,-0.51,-1.45,9.61,26.82,-10.45,-86.12,338.7,0
11111,15/5/2018 12:55:36,-0.55,-1.45,9.65,26.82,-10.45,-86.02,338.7,0
11111,15/5/2018 12:55:38,-0.55,-1.45,9.69,26.55,-10.64,-86.22,338.16,0
11111,15/5/2018 12:55:41,-0.39,-1.41,9.73,26.82,-10.73,-86.02,338.2,0
11111,15/5/2018 12:55:41,-0.47,-1.49,9.69,26.82,-10.64,-86.12,338.37,0
11111,15/5/2018 12:55:43,-0.47,-1.41,9.65,26.45,-10.73,-85.92,337.93,0
11111,15/5/2018 12:55:44,-0.51,-1.45,9.69,26.91,-10.64,-86.43,338.43,0
11111,15/5/2018 12:55:46,-0.47,-1.45,9.61,26.64,-10.36,-85.92,338.74,0
11111,15/5/2018 12:55:48,-0.51,-1.45,9.73,26.73,-10.55,-86.43,338.47,0
11111,15/5/2018 12:55:49,-0.43,-1.37,9.69,26.82,-10.36,-86.12,338.87,0
11111,15/5/2018 12:55:51,-0.39,-1.45,9.69,26.82,-10.55,-86.22,338.53,0
11111,15/5/2018 12:55:54,-0.55,-1.41,9.61,26.73,-10.45,-86.12,338.64,0
11111,15/5/2018 12:55:54,-0.55,-1.45,9.65,26.27,-10.64,-86.22,337.96,0
11111,15/5/2018 12:55:56,-0.47,-1.41,9.73,26.73,-10.36,-86.02,338.81,0
11111,15/5/2018 12:55:58,-0.55,-1.49,9.73,26.18,-10.73,-86.33,337.72,0
11111,15/5/2018 12:55:59,-0.47,-1.45,9.69,26.64,-10.55,-86.53,338.4,0
11111,15/5/2018 12:56:01,-0.51,-1.45,9.69,26.45,-10.45,-86.33,338.44,0
11111,15/5/2018 12:56:03,-0.59,-1.45,9.77,26.82,-10.45,-86.12,338.7,0
11111,15/5/2018 12:56:04,-0.47,-1.49,9.73,26.55,-10.45,-86.12,338.5,0
11111,15/5/2018 12:56:06,-0.51,-1.49,9.73,26.82,-10.45,-86.12,338.7,0
11111,15/5/2018 12:56:07,-0.47,-1.37,9.65,26.64,-10.73,-85.92,338.06,0
11111,15/5/2018 12:56:09,-0.39,-1.45,9.69,26.64,-10.64,-86.02,338.23,0
11111,15/5/2018 12:56:11,-0.51,-1.45,9.65,26.73,-10.55,-86.12,338.47,0
11111,15/5/2018 12:56:12,-0.43,-1.41,9.61,26.55,-10.55,-86.12,338.33,0
11111,15/5/2018 12:56:14,-0.43,-1.41,9.69,26.73,-10.45,-86.22,338.64,0
11111,15/5/2018 12:56:16,-0.55,-1.41,9.69,27,-10.64,-86.12,338.5,0
11111,15/5/2018 12:56:17,-0.39,-1.49,9.69,26.73,-10.45,-86.02,338.64,0
11111,15/5/2018 12:56:20,-0.43,-1.49,9.65,26.73,-10.45,-86.22,338.64,0
11111,15/5/2018 12:56:21,-0.47,-1.45,9.65,26.73,-10.27,-86.22,338.98,0
11111,15/5/2018 12:56:22,-0.51,-1.53,9.69,26.64,-10.73,-86.12,338.06,0
11111,15/5/2018 12:56:24,-0.47,-1.41,9.73,26.82,-10.45,-86.22,338.7,0
11111,15/5/2018 12:56:26,-0.51,-1.41,9.69,26.82,-10.36,-86.12,338.87,0
11111,15/5/2018 12:56:27,-0.47,-1.45,9.65,26.73,-10.36,-86.12,338.81,0
11111,15/5/2018 12:56:30,-0.43,-1.49,9.57,26.91,-10.82,-86.22,338.1,0
11111,15/5/2018 12:56:30,-0.51,-1.41,9.73,26.73,-10.27,-86.02,338.98,0
11111,15/5/2018 12:56:32,-0.51,-1.49,9.61,26.82,-10.36,-86.22,338.87,0
11111,15/5/2018 12:56:38,-0.43,-1.49,9.81,26.64,-10.55,-86.33,338.4,0
11111,15/5/2018 12:56:40,-0.59,-1.41,9.73,27.09,-11,-86.33,337.9,0
11111,15/5/2018 12:56:41,-0.47,-1.49,9.65,27.36,-10.91,-86.22,338.26,0
11111,15/5/2018 12:56:45,-0.59,-1.33,9.65,27.18,-10.73,-85.92,338.46,0
11111,15/5/2018 12:56:46,-0.47,-1.45,9.69,27,-11,-85.82,337.83,0
11111,15/5/2018 12:56:48,-0.55,-1.41,9.65,26.82,-11.18,-86.02,337.37,0
11111,15/5/2018 12:56:50,-0.55,-1.45,9.77,27,-10.91,-86.22,338,0
11111,15/5/2018 12:56:51,-0.51,-1.41,9.69,27.27,-11.27,-86.43,337.54,0
11111,15/5/2018 12:56:53,-0.55,-1.33,9.73,27.09,-11.09,-86.22,337.74,0
11111,15/5/2018 12:56:56,-0.51,-1.45,9.69,27,-11.09,-86.12,337.67,0
11111,15/5/2018 12:56:58,-0.51,-1.45,9.65,27.36,-11.09,-86.22,337.94,0
11111,15/5/2018 12:56:59,-0.55,-1.45,9.73,27.18,-10.91,-86.22,338.13,0
11111,15/5/2018 12:57:01,-0.51,-1.45,9.73,27.18,-10.91,-86.02,338.13,0
11111,15/5/2018 12:57:03,-0.59,-1.41,9.65,27.18,-11.09,-86.43,337.8,0
11111,15/5/2018 12:57:04,-0.55,-1.45,9.69,27.18,-11.27,-86.02,337.48,0
11111,15/5/2018 12:57:06,-0.47,-1.45,9.65,27,-11,-85.82,337.83,0
11111,15/5/2018 12:57:10,-0.59,-1.33,9.69,27.09,-11.36,-86.33,337.24,0
11111,15/5/2018 12:57:12,-0.55,-1.41,9.69,26.91,-10.91,-86.22,337.93,0
11111,15/5/2018 12:57:12,-0.51,-1.41,9.61,27.27,-10.91,-86.22,338.2,0
11111,15/5/2018 12:57:13,-0.55,-1.37,9.77,27,-11,-86.12,337.83,0
11111,15/5/2018 12:57:16,-0.55,-1.45,9.69,27,-11.09,-86.02,337.67,0
11111,15/5/2018 12:57:19,-0.51,-1.45,9.73,27.27,-11.09,-86.12,337.87,0
11111,15/5/2018 12:57:20,-0.59,-1.33,9.65,27.18,-11,-85.92,337.97,0
11111,15/5/2018 12:57:21,-0.55,-1.49,9.73,27,-11.09,-86.22,337.67,0
11111,15/5/2018 12:57:22,-0.51,-1.45,9.77,27.27,-11,-85.82,338.03,0
11111,15/5/2018 12:57:24,-0.51,-1.37,9.73,26.91,-11.09,-86.33,337.6,0
11111,15/5/2018 12:57:26,-0.51,-1.45,9.65,27,-11.27,-86.22,337.34,0
11111,15/5/2018 12:57:27,-0.47,-1.45,9.77,27.27,-11.18,-86.12,337.71,0
11111,15/5/2018 12:57:29,-0.51,-1.41,9.69,26.91,-11,-86.12,337.77,0
11111,15/5/2018 12:57:31,-0.51,-1.45,9.69,27.09,-11,-86.12,337.9,0
11111,15/5/2018 12:57:32,-0.51,-1.37,9.65,27.18,-11.09,-86.33,337.8,0
11111,15/5/2018 12:57:35,-0.55,-1.33,9.73,27.18,-11.18,-86.02,337.64,0
11111,15/5/2018 12:57:37,-0.59,-1.41,9.77,26.91,-10.82,-86.02,338.1,0
11111,15/5/2018 12:57:37,-0.63,-1.45,9.69,26.82,-11,-86.12,337.7,0
11111,15/5/2018 12:57:39,-0.51,-1.49,9.65,27.09,-11.36,-86.12,337.24,0
11111,15/5/2018 12:57:41,-0.55,-1.41,9.69,27.18,-11.09,-86.02,337.8,0
11111,15/5/2018 12:57:42,-0.51,-1.41,9.69,27,-11.09,-86.02,337.67,0
11111,15/5/2018 12:57:44,-0.59,-1.45,9.69,27,-11,-86.02,337.83,0
11111,15/5/2018 12:57:46,-0.51,-1.45,9.77,27.09,-10.91,-86.22,338.07,0
11111,15/5/2018 12:57:47,-0.59,-1.41,9.61,27.27,-11,-86.22,338.03,0
11111,15/5/2018 12:57:49,-0.55,-1.41,9.77,27,-11.18,-86.02,337.5,0
11111,15/5/2018 12:57:50,-0.51,-1.41,9.61,27.09,-11.09,-86.12,337.74,0
11111,15/5/2018 12:57:52,-0.59,-1.49,9.65,27.18,-10.91,-86.02,338.13,0
11111,15/5/2018 12:57:54,-0.51,-1.37,9.69,27.09,-11.18,-85.92,337.57,0
